mode,cores,threads,pf,stage,count,avg,std,p50,p90,p99,p999,trimmed_mean
mmap,1,1,0.0,5_driver_ssd,69,186707.0159897385,65995.52234638906,185363.80004736633,185363.80004736633,370727.60009473265,370727.60009473265,186707.0159897385
mmap,1,1,0.0,6_context_switch,295,41187551.64858617,706083757.4522105,5792.618751480198,11585.237502960395,27341.160506986693,8576543908.889789,7325.373541390766
fread,1,1,0.8,2_kernel_entry,577521,374.53372376589925,226.41351881362988,362.03867196751236,362.03867196751236,724.0773439350247,1448.1546878700494,366.235593235172
fread,1,1,0.8,3_filesystem,39,95206.88768458478,255990.2782111962,23170.47500592079,185363.80004736633,1201157.424306932,1454735.1027717334,95206.88768458478
fread,1,1,0.8,4_block_layer,71,4222.084794212679,4730.151817418781,2896.309375740099,11585.237502960395,23170.47500592079,23170.47500592079,4222.084794212679
fread,1,1,0.8,5_driver_ssd,101,289057.4109649524,178008.46853673304,185363.80004736633,741455.2001894653,741455.2001894653,741455.2001894653,286471.32734592975
fread,1,1,0.8,6_context_switch,52,233638036.56751442,1668344657.660441,11585.237502960395,23170.47500592079,5952615515.491106,11528463351.462952,233638036.56751442
mmap,4,8,0.6,2_kernel_entry,1289,1619.4840826723635,1521.1429926823205,1448.1546878700494,2896.309375740099,5792.618751480198,19833.926605070705,1556.3369945923578
mmap,4,8,0.6,3_filesystem,54,30000187.055351183,204860083.9329323,23170.47500592079,741455.2001894653,763995438.2752235,1443049768.8167489,30000187.055351183
mmap,4,8,0.6,4_block_layer,356,4173.614353243457,3775.346370753848,2896.309375740099,11585.237502960395,16798.59437929244,23170.47500592079,4040.351579157438
mmap,4,8,0.6,5_driver_ssd,416,262004.6019900274,488771.9566291875,185363.80004736633,370727.60009473265,2965820.800757861,5931641.601515722,222618.28927257232
mmap,4,8,0.6,6_context_switch,13427,3834841.9596539116,104808345.72969063,2965820.800757861,2965820.800757861,2965820.800757861,2965820.800757861,2951621.6434930437
